"Story","Title","Result","Date","Stability","Duration (s)"
"Validar endpoint de registros","Crear usuario exitoso","SUCCESS","2021-04-02T02:17:03.522-05:00[America/Bogota]","0.0","0.68"
"Validar endpoint de registros","Validar ingreso de valores numericos","FAILURE","2021-04-02T02:17:04.208-05:00[America/Bogota]","0.0","0.67"
"Validar endpoint de registros","Valadacion <nombreEscenario>","SUCCESS","2021-04-02T02:17:04.938-05:00[America/Bogota]","0.0","2.91"
